accession_record_id	experiment_id	sample_timepoint_id	namespace	entity_type	accession	project_accession	study_accession	sample_accession	experiment_accession	run_accession	official_page_url	download_url	file_format	file_size_bytes	md5	format_validation_status	online_verification_status	verification_date	evidence_ids	notes	condition_id	replicate_id	batch_id	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	public_status	query_id	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids
AC-P0011-024-001	EX-P0011-001	ST-P0011-024	ENA/SRA	sra_run	SRR9870481	PRJNA557678	SRP216929	SRS5180971	SRX6623217	SRR9870481	https://www.ebi.ac.uk/ena/browser/view/SRR9870481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870481/SRR9870481.fastq.gz	fastq.gz	760019169	7c9ea98e484fc702a1296c5ee45d5d94	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-024	R-P0011-024	B-P0011-024	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-025	EX-P0011-001	ST-P0011-025	GEO	geo_sample	GSM3992921	GSE135180	NA	SAMN12400264	SRX6623218	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992921	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-025	R-P0011-025	B-P0011-025	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-025-001	EX-P0011-001	ST-P0011-025	ENA/SRA	sra_run	SRR9870482	PRJNA557678	SRP216929	SRS5180973	SRX6623218	SRR9870482	https://www.ebi.ac.uk/ena/browser/view/SRR9870482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9870482/SRR9870482.fastq.gz	fastq.gz	636503910	ce4a70c705619530b56107cb4d728feb	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-025	R-P0011-025	B-P0011-025	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-026	EX-P0011-001	ST-P0011-026	GEO	geo_sample	GSM3992922	GSE135180	NA	SAMN12400263	SRX6623219	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992922	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-026	R-P0011-026	B-P0011-026	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-026-001	EX-P0011-001	ST-P0011-026	ENA/SRA	sra_run	SRR9870483	PRJNA557678	SRP216929	SRS5180974	SRX6623219	SRR9870483	https://www.ebi.ac.uk/ena/browser/view/SRR9870483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870483/SRR9870483.fastq.gz	fastq.gz	709225819	cbf5bbb61cfaae304851f14659f23d66	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-026	R-P0011-026	B-P0011-026	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-027	EX-P0011-001	ST-P0011-027	GEO	geo_sample	GSM3992923	GSE135180	NA	SAMN12400262	SRX6623220	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992923	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-027	R-P0011-027	B-P0011-027	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-027-001	EX-P0011-001	ST-P0011-027	ENA/SRA	sra_run	SRR9870484	PRJNA557678	SRP216929	SRS5180975	SRX6623220	SRR9870484	https://www.ebi.ac.uk/ena/browser/view/SRR9870484	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9870484/SRR9870484.fastq.gz	fastq.gz	795882781	c1e4b96d682b5b49e27c4793b5599f08	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-027	R-P0011-027	B-P0011-027	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-028	EX-P0011-001	ST-P0011-028	GEO	geo_sample	GSM3992924	GSE135180	NA	SAMN12400261	SRX6623221	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992924	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-028	R-P0011-028	B-P0011-028	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-028-001	EX-P0011-001	ST-P0011-028	ENA/SRA	sra_run	SRR9870485	PRJNA557678	SRP216929	SRS5180977	SRX6623221	SRR9870485	https://www.ebi.ac.uk/ena/browser/view/SRR9870485	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9870485/SRR9870485.fastq.gz	fastq.gz	844390204	27818c79f6414ad0ff20a892b6f9ade5	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-028	R-P0011-028	B-P0011-028	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-029	EX-P0011-001	ST-P0011-029	GEO	geo_sample	GSM3992925	GSE135180	NA	SAMN12400260	SRX6623222	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992925	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-029	R-P0011-029	B-P0011-029	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-029-001	EX-P0011-001	ST-P0011-029	ENA/SRA	sra_run	SRR9870486	PRJNA557678	SRP216929	SRS5180976	SRX6623222	SRR9870486	https://www.ebi.ac.uk/ena/browser/view/SRR9870486	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9870486/SRR9870486.fastq.gz	fastq.gz	684037047	8a5bc0fddf1647b2a67561a81ec35378	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-029	R-P0011-029	B-P0011-029	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-030	EX-P0011-001	ST-P0011-030	GEO	geo_sample	GSM3992926	GSE135180	NA	SAMN12400259	SRX6623223	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992926	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-030	R-P0011-030	B-P0011-030	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-030-001	EX-P0011-001	ST-P0011-030	ENA/SRA	sra_run	SRR9870487	PRJNA557678	SRP216929	SRS5180978	SRX6623223	SRR9870487	https://www.ebi.ac.uk/ena/browser/view/SRR9870487	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9870487/SRR9870487.fastq.gz	fastq.gz	646059464	b73e8faf6a0fe700673b4a6426ea8a45	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-030	R-P0011-030	B-P0011-030	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-031	EX-P0011-001	ST-P0011-031	GEO	geo_sample	GSM3992927	GSE135180	NA	SAMN12400258	SRX6623224	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992927	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-031	R-P0011-031	B-P0011-031	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-031-001	EX-P0011-001	ST-P0011-031	ENA/SRA	sra_run	SRR9870488	PRJNA557678	SRP216929	SRS5180979	SRX6623224	SRR9870488	https://www.ebi.ac.uk/ena/browser/view/SRR9870488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9870488/SRR9870488.fastq.gz	fastq.gz	705487084	3460086f950ea226af1a9a745249b152	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-031	R-P0011-031	B-P0011-031	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-032	EX-P0011-001	ST-P0011-032	GEO	geo_sample	GSM3992928	GSE135180	NA	SAMN12400257	SRX6623225	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992928	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-032	R-P0011-032	B-P0011-032	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-032-001	EX-P0011-001	ST-P0011-032	ENA/SRA	sra_run	SRR9870489	PRJNA557678	SRP216929	SRS5180982	SRX6623225	SRR9870489	https://www.ebi.ac.uk/ena/browser/view/SRR9870489	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9870489/SRR9870489.fastq.gz	fastq.gz	773504090	9c0e475912354d8ac63bf8638ca724fe	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-032	R-P0011-032	B-P0011-032	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-033	EX-P0011-001	ST-P0011-033	GEO	geo_sample	GSM3992929	GSE135180	NA	SAMN12400256	SRX6623226	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992929	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-033	R-P0011-033	B-P0011-033	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-033-001	EX-P0011-001	ST-P0011-033	ENA/SRA	sra_run	SRR9870490	PRJNA557678	SRP216929	SRS5180981	SRX6623226	SRR9870490	https://www.ebi.ac.uk/ena/browser/view/SRR9870490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9870490/SRR9870490.fastq.gz	fastq.gz	648151570	6cb9c0cbaf163a2fbedd700147358b85	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-033	R-P0011-033	B-P0011-033	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-034	EX-P0011-001	ST-P0011-034	GEO	geo_sample	GSM3992930	GSE135180	NA	SAMN12400255	SRX6623227	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992930	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-034	R-P0011-034	B-P0011-034	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-034-001	EX-P0011-001	ST-P0011-034	ENA/SRA	sra_run	SRR9870491	PRJNA557678	SRP216929	SRS5180980	SRX6623227	SRR9870491	https://www.ebi.ac.uk/ena/browser/view/SRR9870491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870491/SRR9870491.fastq.gz	fastq.gz	547342888	aa688218de9d2406f68a3fa22d147c2d	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-034	R-P0011-034	B-P0011-034	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-035	EX-P0011-001	ST-P0011-035	GEO	geo_sample	GSM3992931	GSE135180	NA	SAMN12400254	SRX6623228	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992931	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-035	R-P0011-035	B-P0011-035	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-035-001	EX-P0011-001	ST-P0011-035	ENA/SRA	sra_run	SRR9870492	PRJNA557678	SRP216929	SRS5180984	SRX6623228	SRR9870492	https://www.ebi.ac.uk/ena/browser/view/SRR9870492	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9870492/SRR9870492.fastq.gz	fastq.gz	629790714	5bcf1cc3acf3dcf97857c2929715ab94	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-035	R-P0011-035	B-P0011-035	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-036	EX-P0011-001	ST-P0011-036	GEO	geo_sample	GSM3992932	GSE135180	NA	SAMN12400253	SRX6623229	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992932	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-036	R-P0011-036	B-P0011-036	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-036-001	EX-P0011-001	ST-P0011-036	ENA/SRA	sra_run	SRR9870493	PRJNA557678	SRP216929	SRS5180985	SRX6623229	SRR9870493	https://www.ebi.ac.uk/ena/browser/view/SRR9870493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870493/SRR9870493.fastq.gz	fastq.gz	658335050	0562ef78d0a1e63571cd4fbd925708c7	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-036	R-P0011-036	B-P0011-036	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-037	EX-P0011-001	ST-P0011-037	GEO	geo_sample	GSM3992933	GSE135180	NA	SAMN12400252	SRX6623230	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992933	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-037	R-P0011-037	B-P0011-037	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-037-001	EX-P0011-001	ST-P0011-037	ENA/SRA	sra_run	SRR9870494	PRJNA557678	SRP216929	SRS5180983	SRX6623230	SRR9870494	https://www.ebi.ac.uk/ena/browser/view/SRR9870494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9870494/SRR9870494.fastq.gz	fastq.gz	808243443	2f45c93d1d68a125df302633ba5b7949	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-037	R-P0011-037	B-P0011-037	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-038	EX-P0011-001	ST-P0011-038	GEO	geo_sample	GSM3992934	GSE135180	NA	SAMN12400251	SRX6623231	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992934	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-038	R-P0011-038	B-P0011-038	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-038-001	EX-P0011-001	ST-P0011-038	ENA/SRA	sra_run	SRR9870495	PRJNA557678	SRP216929	SRS5180986	SRX6623231	SRR9870495	https://www.ebi.ac.uk/ena/browser/view/SRR9870495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9870495/SRR9870495.fastq.gz	fastq.gz	881843544	690bfb3d7045f07a6e84ac488140ec7c	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-038	R-P0011-038	B-P0011-038	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-039	EX-P0011-001	ST-P0011-039	GEO	geo_sample	GSM3992935	GSE135180	NA	SAMN12400250	SRX6623232	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992935	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-039	R-P0011-039	B-P0011-039	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-039-001	EX-P0011-001	ST-P0011-039	ENA/SRA	sra_run	SRR9870496	PRJNA557678	SRP216929	SRS5180987	SRX6623232	SRR9870496	https://www.ebi.ac.uk/ena/browser/view/SRR9870496	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9870496/SRR9870496.fastq.gz	fastq.gz	596532060	34eec3c5d4bf144432c0196d48383047	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-039	R-P0011-039	B-P0011-039	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-040	EX-P0011-001	ST-P0011-040	GEO	geo_sample	GSM3992936	GSE135180	NA	SAMN12400249	SRX6623233	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992936	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-040	R-P0011-040	B-P0011-040	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-040-001	EX-P0011-001	ST-P0011-040	ENA/SRA	sra_run	SRR9870497	PRJNA557678	SRP216929	SRS5180988	SRX6623233	SRR9870497	https://www.ebi.ac.uk/ena/browser/view/SRR9870497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9870497/SRR9870497.fastq.gz	fastq.gz	634540001	4a08f9419d1d256972b18b9404f646d7	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-040	R-P0011-040	B-P0011-040	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-041	EX-P0011-001	ST-P0011-041	GEO	geo_sample	GSM3992937	GSE135180	NA	SAMN12400248	SRX6623234	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992937	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-041	R-P0011-041	B-P0011-041	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-041-001	EX-P0011-001	ST-P0011-041	ENA/SRA	sra_run	SRR9870498	PRJNA557678	SRP216929	SRS5180990	SRX6623234	SRR9870498	https://www.ebi.ac.uk/ena/browser/view/SRR9870498	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9870498/SRR9870498.fastq.gz	fastq.gz	874825241	6a752f24e8d4b4c28ca8d42848320091	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-041	R-P0011-041	B-P0011-041	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-042	EX-P0011-001	ST-P0011-042	GEO	geo_sample	GSM3992938	GSE135180	NA	SAMN12400247	SRX6623235	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992938	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-042	R-P0011-042	B-P0011-042	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-042-001	EX-P0011-001	ST-P0011-042	ENA/SRA	sra_run	SRR9870499	PRJNA557678	SRP216929	SRS5180989	SRX6623235	SRR9870499	https://www.ebi.ac.uk/ena/browser/view/SRR9870499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9870499/SRR9870499.fastq.gz	fastq.gz	888057487	39da5010589b2c66f0c800ff454ccfc8	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-042	R-P0011-042	B-P0011-042	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-043	EX-P0011-001	ST-P0011-043	GEO	geo_sample	GSM3992939	GSE135180	NA	SAMN12400246	SRX6623236	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992939	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-043	R-P0011-043	B-P0011-043	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-043-001	EX-P0011-001	ST-P0011-043	ENA/SRA	sra_run	SRR9870500	PRJNA557678	SRP216929	SRS5180991	SRX6623236	SRR9870500	https://www.ebi.ac.uk/ena/browser/view/SRR9870500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9870500/SRR9870500.fastq.gz	fastq.gz	866846943	abf4c2c38f6e5b270d349aaa2f643c0a	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-043	R-P0011-043	B-P0011-043	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
AC-P0011-GSM-044	EX-P0011-001	ST-P0011-044	GEO	geo_sample	GSM3992940	GSE135180	NA	SAMN12400245	SRX6623237	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3992940	NA	NA	NA	NA	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-002	GEO sample entry parsed from family MINiML.	C-P0011-044	R-P0011-044	B-P0011-044	NA	NA	NA	NA	NA	NA	public	Q-P0011-002	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-002
AC-P0011-044-001	EX-P0011-001	ST-P0011-044	ENA/SRA	sra_run	SRR9870501	PRJNA557678	SRP216929	SRS5180992	SRX6623237	SRR9870501	https://www.ebi.ac.uk/ena/browser/view/SRR9870501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870501/SRR9870501.fastq.gz	fastq.gz	979740627	4e063aa8a26596033669e4e627f6136e	valid_accession_format	verified_metadata_record	2026-07-15	E-P0011-003	Run-level metadata from ENA filereport.	C-P0011-044	R-P0011-044	B-P0011-044	ChIP-Seq	NR	NR	SINGLE	ILLUMINA	Illumina HiSeq 2500	public	Q-P0011-004	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	E-P0011-001|E-P0011-003
